"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"C1,C2,C3";"C_0805";3;"100n";;;
2;"J1,J2";"GS3";2;"GS3";;;
3;"J3";"Pin_Header_Straight_2x08_Pitch2.54mm";1;"Buttons";;;
4;"J4";"Pin_Header_Straight_2x04_Pitch2.54mm";1;"LEDs";;;
5;"R1,R2,R3,R4";"R_0805";4;"270R";;;
6;"U1";"SSOP-20_4.4x6.5mm_Pitch0.65mm";1;"STM32F030F4Px";;;
7;"X1";"IDC_Header_Straight_6pins";1;"I2C-6P";;;
8;"X2";"SWD";1;"SWD";;;
